,TRUTH,FULL_NEWS,cluster
928,TRUE,Krispy Kreme will be offering free doughnuts on Mondays to health care workers,19
929,TRUE,First COVID-19 testing site opens in Fort Bend County,16
930,TRUE,HISD cancels food distribution as COVID-19 precautions heighten,16
931,TRUE,Houston SPCA provides 'puppy stress relief' to city officials and emergency responders,0
932,TRUE,Brazoria County has issued a Stay Safe at Home order in effect until April 3,0
933,TRUE,Many North Texans who are under a stay-at-home order due to the coronavirus are looking for a way to get out of the house and get some exercise while still adhering to social distancing. Mansfield offering a Flatten the Curve Virtual Marathon,0
934,TRUE,"CHI Texas Division adopts restrictive visitor policy. CHI hospitals in Texas will not allow visitors, except in specific cases, to protect patients, employees and the community during the COVID-19 outbreak",3
935,TRUE,"Chambers County curfew goes into effect on March 24 until further notice. Anyone who violates the order is subject to a $1,000 fine and/or 180 days in the Chambers County Jail",0
936,TRUE,"Asian Chamber of Commerce donates over $42,000 medical supplies to City of Houston",0
937,TRUE,"Walker County curfew goes into effect Monday until further notice. Walker County Judge Danny Pierce signed the order on Sunday to go into effect on Monday, March 23. The curfew will extend from 11:59 p.m. to 5:00 a.m. each night",0
938,TRUE,"Washington Redskins' Adrian Peterson donates $50,000 to support HISD’s food distribution sites",0
939,TRUE,FedEx confirms Houston employee tested positive for COVID19,0
940,TRUE,"The election was originally scheduled for May 26, but it has been postponed ""in conjunction with the state's ongoing efforts to mitigate the spread of COVID-19,"" says a release from the governor's office",12
941,TRUE,"First Houston COVID-19 drive-thru testing site expands to older adults with symptoms. People 65 and older with cough, difficulty breathing, and fever may call the Houston Health Department COVID-19 call center at 832-393-4220 between 9 a.m. and 3 p.m. to be screened",19
942,TRUE,"Lakewood Church is partnering with the Gulf Coast Regional Blood Center to hold an emergency blood drive on Monday, March 23 through Friday, March 27 from 9 a.m. to 6 p.m. daily",0
943,TRUE,"Walmart to hire 150,000 workers, give $550 million in cash bonuses amid coronavirus outbreak. The hiring begins now through the end of May",3
944,TRUE,Church officials were informed that a married couple who had attended St. Angela Merici Parish tested positive for COVID-19,0
945,TRUE,"Luck Reunion may have been canceled but the show will go on. Many of the artists that were scheduled to perform in Luck, Texas will now be performing at a free, live streaming event on March 19",0
946,TRUE,Port of Houston halts Bayport and Barbours Cut operations until March 20 due to COVID-19 case,16
947,TRUE,Minnesota restaurant giving away roll of toilet paper with take-out orders totaling more than $25,0
948,TRUE,"Amid coronavirus pandemic, Phoenix bar offering free roll of toilet paper with deliveries",2
949,TRUE,Abbott issues proclamation to allow local elections set for May to be postponed. The proclamation suspends provisions of the Texas Election Code to allow local governments to postpone their May 2 elections until November,0
950,TRUE,"The Houston Livestock Show and Rodeo will host online auctions, giving registered buyers the opportunity to support the 2020 junior exhibitors",0
951,TRUE,A Whataburger in Lakeway helped deliver more than a dozen meals to H-E-B workers and Baylor Scott and White medical staff in appreciation for their hard work during the COVID-19 pandemic,2
952,TRUE,"Texas State Capitol, the Capitol Visitors Center, the Texas State Cemetery, and the Capitol Visitors Parking Garage will be closed to the public due to COVID-19",16
953,TRUE,The Galveston-Houston Catholic Archdiocese has suspended mass effective March 18. Churches are being allowed to stay open for individual and private prayer,0
954,TRUE,"UT President Gregory Fenves announced the move in a letter, saying UT is asking students not to return to campus after March 30 unless there is a specific need and if they have living arrangements elsewhere",0
955,TRUE,The City of Galveston has shut down amusement venues including bars and barred restaurants from providing dine-in services,0
956,TRUE,Burger King responds to coronavirus pandemic by offering free kids meals,2
957,TRUE,"Amazon, in an attempt to fill its warehouses with toilet paper, hand sanitizer and other items in high demand, said Tuesday that it will limit what suppliers can send to its warehouses for the next three weeks",19
958,TRUE,Gov. Abbott: AT&T waiving internet data usage fees for those without unlimited data,0
959,TRUE,Delta Air Lines waives change fees for all tickets purchased in March and recently-booked travel through April,0
960,TRUE,CVS won't charge fees for home delivery of prescriptions amid COVID-19 outbreak. CVS Health said the move was aimed to keep people at higher risk of complications from COVID-19 from coming to the pharmacy to pick up new prescriptions and refills,19
961,TRUE,British PM Boris Johnson tests positive for coronavirus,0
962,TRUE,A 37-year-old woman who flew from Los Angeles to Beijing last week before testing positive for coronavirus could reportedly face up to seven years in prison in China for allegedly hiding her symptoms,7
963,TRUE,COVID-19 pandemic triggers indefinite closure of Eiffel Tower in Paris,2
964,TRUE,"Ireland is closing all schools, colleges, childcare facilities and cultural institutions until March 29",0
965,TRUE,Italy imposes nationwide travel restrictions in desperate bid to contain COVID-19,16
966,TRUE,Delta is suspending all flights between Atlanta's airport and Italy starting on Wednesday,0
967,TRUE,Israel announces 2-week quarantine for all overseas arrivals amid coronavirus concerns,0
968,TRUE,A long queue of customers pushing trolleys snaked around the entrance to a Costco outlet in Melbourne on March 8 as many supermarkets in Australia were left with shortages of toilet paper and other items due to coronavirus-related panic buying,0
969,TRUE,"Stocks, oil prices plunge as coronavirus closes sites around world",0
970,TRUE,Vatican City reports its first case of coronavirus days after Pope tested negative,0
971,TRUE,"Dog tests 'weak positive' for coronavirus in Hong Kong, first possible infection in pet",0
972,TRUE,"Japanese Prime Minister Shinzo Abe is asking all elementary, middle and high schools nationwide to close until late March to help control the spread of the new virus in the country",11
973,TRUE,Puppies from Atlanta Humane Society visit Georgia Aquarium during COVID-19 closure,16
974,TRUE,REAL ID enforcement deadline pushed back to 2021,0
975,TRUE,"U.S. Army Corps of Engineers mobilizing to convert hotels, dorms into hospitals",0
976,TRUE,"Augusto Heleno, Brazil’s national security adviser, said on Twitter he tested positive for the coronavirus but displayed no symptoms, according to Foreign Policy",19
977,TRUE,"Sophie Grégoire Trudeau, the wife of Canadian Prime Minister Justin Trudeau, tested positive for the coronavirus on March 13 after returning from London. She and her husband separately began 14-day quarantine periods, BBC reported. Trudeau was not tested for COVID-19 and was expected to fulfill all job duties while working remotely",0
978,TRUE,"Nicola Zingaretti, the leader of the governing Democratic Party, visited Milan on February 27, with a group of students, encouraging people to go out as a sign of strength against the coronavirus threat. “We must not change our habits,” he wrote in a social media post, according to the Guardian. “Our economy is stronger than fear: let’s go out for an aperitivo, a coffee or to eat a pizza.” He tested positive with the coronavirus nine days later",0
979,TRUE,"Roberto Stella, president of the Order of Doctors in Varese, died at age 67 from respiratory failure after contracting the coronavirus",0
980,TRUE,"Giorgi Valoti, the mayor of Cene, died at age 70 on March 13 also from a COVID-19-related illness",0
981,TRUE,"Franck Riester, French minister of culture, and Brune Poirson, the secretary of state to the minister of ecological and inclusive transition, both tested positive for the coronavirus",0
982,TRUE,"The EU’s chief Brexit negotiator, Michel Barnier, tested positive. He is 69 years old and previously worked as France’s former foreign minister",0
983,TRUE,"German Chancellor Angela Merkel tested negative for the coronavirus Monday, March 23, according to her spokesman, and would have further testing completed this week. “Further tests will be conducted in the coming days,” her spokesman, Steffen Seibert, told news agency dpa International, according to the Associated Press",0
984,TRUE,"Spanish Deputy Prime Minister Carmen Calvo was hospitalized on Sunday, March 22 with a respiratory infection and has been tested for the coronavirus, according to Reuters. Her test results have not come back yet. ""The deputy Prime Minister went to a hospital yesterday afternoon and after medical tests were carried out doctors decided she had to remain there to receive treatment for a respiratory infection,"" the government said in a statement",8
985,TRUE,"Irene Montero, Spain’s equality minister, was the first in Sanchez’s cabinet to test positive for the coronavirus. She and her husband, Pablo Iglesias, who is the deputy prime minister and leader of the Podemos Party, remain in quarantine",0
986,TRUE,"Javier Ortega Smith, the secretary-general of the far-right Vox party, tested positive on March 10, causing the suspension of Spain’s lower house of Parliament. The leader of the party, Santiago Abascal, later tested positive",0
987,TRUE,"Quim Torra, the leader of Spain’s Catalonia region, where Barcelona is located, as well as Pere Aragones, Catalan deputy head of government, have both tested positive",6
988,TRUE,Nottingham City Council is expected to spend £3.6m on equipment to keep staff safe during the coronavirus outbreak,3
989,TRUE,Police Scotland says personal protective equipment will be rolled out to frontline officers,0
990,TRUE,Tesco restricts online orders to 80 items each. It is the latest in a series of measures to safeguard people and supplies during the coronavirus pandemic,15
991,TRUE,Work to convert the Day Patient Unit at Guernsey's Princess Elizabeth Hospital into an Intensive Care Unit (ICU) has been completed in two weeks,8
992,TRUE,"London's firefighters have agreed to deliver food and medicine, drive ambulances and retrieve bodies during the Covid-19 pandemic, as former ambulance staff and police officers were urged to come back to the front line",2
993,TRUE,Nigeria's President Muhammadu Buhari has announced fresh measures to combat the spread of coronavirus. These include a $26m (£21m) grant to Lagos state and a $13m grant to the Nigeria Centre for Disease Control (NCDC),12
994,TRUE,Mark Blum: Madonna pays tribute to co-star after coronavirus death,0
995,TRUE,Terrence McNally: Playwright dies of coronavirus complications,0
996,FALSE,"Dr. Lieber, a nanoscientist and biochemist of Harvard University was indeed arrested by the US DOJ for allegedly making a false statement about his involvement with the Chinese government",6
997,FALSE,A Video Shows Tablighi Jamaat Member Running Naked In An Isolation Ward,14
998,FALSE,The Kenyan government has set the Maasai tribe on people and are adopting harsh steps for those who are flouting lockdown rules in the country,6
999,FALSE,"Those in Sector 5 Harola, Noida who came in contact with Tablighi Jamaat members were quarantined",0
1000,FALSE,"Some countries throw Covid19 infected dead bodies into the seas. Advice to stop eating seafood. The World is really coming to an end. Dear God, please intervene",14
1001,FALSE,"Vijayan was participating in Prime Minister Narendra Modi's call to observe a blackout and light candles and lamps on April 5, 2020 to dispel the darkness brought about by the COVID-19 pandemic",2
1002,FALSE,"The COVID-19 lockdown has impacted the stock of perishable food items, which were wasted due to a steep decline among buyers. The Indian government announced a nationwide lockdown of three weeks on March 24, to curb the transmission of the novel Coronavirus",5
1003,FALSE,"The video clip shows Rahul Gandhi and Priyanka Gandhi breaking Lock-down Regulations saying they need to visit friends. They conversed with a policeman who stopped them from moving ahead and asks them to return in a car. The policeman can be seen telling them that prohibitory orders and Section 144 are in place, to which Rahul Gandhi responds, ""we are not going in groups.""",14
1004,FALSE,A Muslim man was trying to spread the novel Coronavirus by spitting on the slices,5
1005,FALSE,"An anti-terror mock drill to the coronavirus conducted by the Bikapur Police in Ayodhya, Uttar Pradesh",0
1006,FALSE,The World Health Organisation (WHO) has come up with a protocol and procedure for the COVID-19 lockdown and its subsequent implication that the lockdown in the country will extend till June end is false,19
1007,FALSE,"Reporting on coronavirus, except by the government, is banned under the Disaster Management Act",6
1008,FALSE,"The Disaster Management Act (DMA) has been implemented across the country, according to which nobody except the government can update and post coronavirus related information on social media",6
1009,FALSE,"Whales spotted at Bombay high oil rig! Following the lockdown and the ensuing restricted movement in the country, the wildlife is reclaiming their habitats",0
1010,FALSE,Due to the Brahmanical system a very tragic result has started to come out because the lockdown has been imposed in a wrong manner: a woman committed suicide after allegedly killing her three children,0
1011,FALSE,Rewa Police Beat On Temple Priest For Violating Lockdown Viral With Communal Spin,0
1012,FALSE,Policemen in India are only being beaten because they were stopping people from breaking lockdown rules in the place,15
1013,FALSE,"Tea prepared with different ingredients is a tested cure for COVID-19, the deadly disease caused by the Coronavirus",16
1014,FALSE,Tea made with lemon and bicarbonate (baking soda) alkalize the immune system as it becomes acidic in the night and that Israel has no deaths as Israelis regularly drink this concoction,0
1015,FALSE,"Dr Li Wenliang, the Chinese whistleblower doctor who first raised alarm bells about a new virus and who died in detention, had also found a cure for Coronavirus in the form of green tea which was actively being given to the patients in Wuhan",7
1016,FALSE,The compounds in green tea can cure COVID-19,16
1017,FALSE,Italians Throw Their Money On The Streets Due To COVID-19 Deaths,16
1018,FALSE,"Dr. Li Wenliang, the whistleblower of the virus discovered a cure for COVID-19",11
1019,FALSE,Caffeine is a type of methylxanthine and helps in good airway control and affect viral infections,0
1020,FALSE,"A video of policemen using batons on people in an alley is viral on social media calling the incident as police retaliation in Indore, Madhya Pradesh where a medical team was attacked by locals on April 1. The medics were visiting the area to screen locals for Coronavirus",14
1021,FALSE,"A set of two images of rotis, embossed with Ab Ki Baar Modi Sarkar stamp, has resurfaced with claims that they were distributed by the Bharatiya Janata Party (BJP), during the ongoing nationwide lockdown due to the COVID-19 outbreak",3
1022,FALSE,"A image where one of the three rotis are being stamped with the Ab Ki Baar Modi Sarkar slogan, are viral with netizens accusing the government of allegedly carrying out marketing gimmicks during a crisis",6
1023,FALSE,A Muslim man spitting on cops during the COVID-19 outbreak,3
1024,FALSE,The activist Trupti Desai was arrested while trying to buy liquor during a nationwide lockdown,0
1025,FALSE,Trupti Desai Was Detained Revived With Lockdown Twist,0
1026,FALSE,"A graphic from India Today claiming the ongoing 21-day lockdown set to end on April 14 has been extended to May 4, 2020",0
1027,FALSE,"Dawoodi Bohra youth were licking used utensils, which is being done in mosques with an intention to spread the coronavirus and infect more people",15
1028,FALSE,PM Modi will lead a coronavirus task force of countries including the UK and US,0
1029,FALSE,"18 countries, including the United States (US) and the United Kingdom (UK), want India's Prime Minister Narendra Modi to lead a task force to tackle the coronavirus pandemic",2
1030,FALSE,18 nations including USA and UK wants NARENDER MODI as leader for TASK FORCE for CORONA..what a proud moment for INDIA..believe in him and INDIA will win,0
1031,FALSE,India's Financial Year Has Been Extended To July 1 Due To Coronavirus,0
1032,FALSE,Today at Ahmedabad Riverfront hundreds of birds flying together in coordination... See how nature is celebrating the peaceful coexistence of Human and Non-human beings in Corona regime,0
1033,FALSE,52 WhatsApp group admins were detained by Mumbai Police's cyber crime cell in Dadar for allowing misleading messages about Coronavirus on their groups,0
1034,FALSE,"A man in Mumbai talks about how people are not taking the lockdown order seriously and are still going out for strolls and walks. The man then says that he has instructed 'guards' to note down the numbers of vehicles which leave building societies and that barring a medical emergency, those vehicle owners will receive a 'chalan' as a fine. The man also says the police will prosecute whoever they find roaming outside",15
1035,FALSE,Mumbai police will take strict action to enforce the 21-day lockdown,0
1036,FALSE,"India will see a spike in Coronavirus cases after March 27, 2020",18
1037,FALSE,"The baby after being born, said every Indian should apply turmeric paste on the toe nail of their right foot to end the Coronavirus outbreak",3
1038,FALSE,"A baby was born at a village with anencephaly - a serious birth defect - in which a baby is born without parts of the brain and skull, because of coronavirus",0
1039,FALSE,"Important Information: We've received information that a girl child was born at a hospital in Nagelao village of Ajmer district. Immediately after her birth, the baby said that to contain the Cronavirus outbreak in India, every person in the country should apply turmeric paste on the toenail of their right foot. This will help in ending Corona outbreak and people will be safe. The baby died after this leaving even the doctor in a state of shock. We therefore request you to apply turmeric paste on our right toenail to stay safe from Corona",3
1040,FALSE,A Chinese intelligence officer has leaked details on how the coronavirus outbreak is supposedly caused by a bioweapon,3
1041,FALSE,"A Chinese intelligence officer who claims to reveal the true origins of the current coronavirus pandemic. According to the officer, the novel Coronavirus is not a virus at all but a bioweapon that was leaked when a Chinese ""traitor"" tried to sell it to the United States",0
1042,FALSE,Home Ministry in India said posting anything related to Coronavirus on social media has been declared a punishable offence by the government,6
1043,FALSE,"In India, all honorable members of the group are informed that right now any post related to Corona virus has been declared a punishable offense by the Central Government, only a government agency can post on Corona",6
1044,FALSE,"Red Alert: These areas have been blacklisted 1. Nal Bazar 2. Mohd Ali Road 3. Bhindi Bazar 4. Dongri 5. Madanpura 6. Kala Pani 7. Saat Rasta ! The blacklisted areas are beyond police control so the police has called in the military. now the military will keep a strict vigil on these areas and can use baton and rubber bullets to bring things under control. So, please stop venturing out of your houses immediately. Share this with everyone",0
1045,FALSE,"Police in Spain were roughing up civilians to enforce a lockdown due to the Coronavirus, with brute force. A caption reads 'This is lockdown in Spain. You guys in India are lucky...u just get caned'",0
1046,FALSE,The Bombay High Court (HC) has ordered an extension of the ongoing lockdown in the state till April 30,0
1047,FALSE,Prime Minister Narendra Modi has announced a week-long internet shut down in India,0
1048,FALSE,"Prime Minister Narendra Modi Announced To Shut Down Internet Services For 1 Week, To Avoid Panic In Public Through Social Media",0
1049,FALSE,Amit Shah Tests Positive For Coronavirus,0
1050,FALSE,Home Minister Amit Shah has tested positive for the novel Coronavirus after recently visiting Italy,5
1051,FALSE,"Home minister Amit Shah has contracted Coronavirus. Last week he had visited Italy, and did not get tested after coming back causing further infection",0
1052,FALSE,Prince Charles Infected With Coronavirus After Meeting Singer Kanika Kapoor,14
1053,FALSE,Photographs of Prince Charles with Bollywood singer Kanika Kapoor started doing the rounds with claims that the latter transmitted the virus to the British royal,11
1054,FALSE,Chinese authorities said patient zero of the Coronavirus had sex with bats,19
1055,FALSE,Chinese authorities identified a 24-year old man Yin Dao Tang from Hubei province as the first case of the novel coronavirus that emerged on November 17,5
1056,FALSE,"A 24-year old man Yin Dao Tang from Hubei province is believed to have contracted the disease after indulging in sexual acts with several animals, including bats",0
1057,FALSE,"A Netflix Show, South Korean drama My Secret Terrius had predicted the COVID-19 outbreak",3
1058,FALSE,US President Donald Trump were thanking pharma company Roche because a vaccine against the deadly novel Coronavirus is ready,5
1059,FALSE,"Great news! Carona virus vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists. Right now Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!",11
1060,FALSE,Bodies packed in body bags are being dumped in mass graves in Italy and Spain,0
1061,FALSE,"In Italy, mass graves being dug for victims of a virus plaguing the city",11
1062,FALSE,"A photo of a herd of deer lounging in the middle of the road in Japan's Nara region is being shared with the claim that it is from Ooty-Coimbatore road in Tamil Nadu after the nationwide lockdown came in effect to halt the spread of the deadly Coronavirus. The image is being shared with the caption, ""The Ooty-Coimbatore Road, now reclaimed by its original Owners.""",12
1063,FALSE,A restaurant in China was serving soup made of body parts of human infants,7
1064,FALSE,"Voice in Chinese mandarin translated!!! This is a restaurant in China,human now start to eat human babies, there are two restaurants serving human baby soup, this is a 5 to 6 month old baby",7
1065,FALSE,Home Minister Amit Shah visited a hospital to check on Coronavirus infected patients and support the doctors,8
1066,FALSE,Mock drills conducted by police in Uttar Pradesh on Coronavirus awareness,0
1067,FALSE,India In Lockdown: Jio Is offering a free recharge of ₹498 during the nationwide lockdown due to Coronavirus. This offer is limited to 31 MARCH only,0
1068,FALSE,An Italian man committed suicide by jumping off a building after his entire family succumbed to the deadly COVID-19 disease,16
1069,FALSE,Croatia Earthquake Pics Peddled As Italy Overwhelmed With COVID-19 Patients,16
1070,FALSE,"An advance hospital with the capacity of 1,000 beds has been built by the Indian Army in Barmer, Rajasthan to tackle the Coronavirus outbreak in the country",3
1071,FALSE,A US Soldier Wipe His Saliva On A Subway Train In Wuhan,7
1072,FALSE,"Indian army has constructed a perfect hospital in Barmer, Rajasthan, with the capacity of 1000 beds in only two days. It has an intensive care unit department with 100 ventilators and equipped with everything required to treat 1000 coronavirus patients",8
1073,FALSE,IndianArmy has established 1000 bed quarantine facility in Barmer,0
1074,FALSE,Russia to donate mobile hospital worth KGS 5.5 mln to Kyrgyz Emergency Ministry,8
1075,FALSE,Services such as Netflix and Amazon Prime will offer free streaming during a lockdown,0
1076,FALSE,"Netflix is offering a free streaming pass for the period of COVID-19 isolation, and recommends that users hurry due to it being a limited time offer",16
1077,FALSE,"An image shows the last photo taken of Indonesian doctor, Dr Hadio Ali Khazatsin with his family, before he died from being infected with COVID-19. It shows a medical practitioner standing behind the gate of a home, as two children look on",14
1078,FALSE,"Dates & timings for distributions of : (1) MILK - From Morning 6 a.m to 8 a.m.(daily) (2) NEWS PAPERS - Upto 7 a.m (daily) (3) VEGETABLES, KIRANA & MEDICAL SHOPS : From Morning 8 a.m. to 11 a.m. ( on 24/26/28 & 30 March only) By Order of Mumbai Police Commissioner",0
1079,FALSE,"According to information till now, Coronavirus stays in the throat for four days before infecting the lungs. This leads to coughing, throat infection and pain. If the infected person drinks a lot of water, gargles with salt-and-vinegar hot water, Coronavirus can be cured. Please share this widely. Help save someone's life",14
1080,FALSE,Salt Or Vinegar Warm Water Gargle Eliminates The Coronavirus,0
1081,FALSE,Coronavirus Can Last Up To 8 Hours In Air,0
1082,FALSE,"A video of police apprehending a man threatening people with a gun in Brazil's Sao Paolo area, is viral with claims that it is from Italy, where the police is coming down heavily on people who are venturing out during the lockdown",15
1083,FALSE,Breaking News: Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak. Vladimir Putin released around 500 lions to make people stay indoors,15
1084,FALSE,"The curfew will stop the spread of the virus, as it can survive only for 12 hours",11
1085,FALSE,"To prevent community transmission, the virus needs to be curbed totally for 12 to 14 hours",11
1086,FALSE,"With the Prime Minister calling for Janata Curfew on March 22, India prepares to avoid crucial Stage 3 community transmission of Coronavirus in the country. Italy tried implementing a similar nationwide curfew to prevent Stage 3, but to the lack of support from the citizens, the efforts failed, resulting in the death of thousands of people to the pandemic. We don't want such a crisis in India and I urge everyone to rise to the occasion and participate in the Janata Curfew by strictly staying indoors and practising social-distancing",15
1087,FALSE,"PM Modi with great foresight called for the Janta Curfew. The Coronavirus has a shelf life of 12 hours. Modi asked the public to observe Janta Curfew from 7am to 9pm on Sunday. That means if we give a gap of 14 hours, we can be able to break the chain of infection. And that results in the cure of the disease by the third week. This also gives the chance to concentrate on providing the cure for already infected people. This is the ultimate truth behind Janta Curfew",14
1088,FALSE,"Coronavirus becomes ineffective in 12 hours. And Janata Curfew is for 14 hours. So you can now understand it is such a huge masterstroke, which none of the other nations have applied",0
1089,FALSE,Clapping together is enough to destroy and reduce the spread of the infection,12
1090,FALSE,Kanika Kapoor Takes A Selfie With PM Modi After Testing COVID-19 Positive,0
1091,FALSE,A viral message on WhatsApp asking people to stay indoors as the government is going to spray medicine to kill 'coronavirus' is fake. The message has been doing the rounds in Mumbai and Bangalore and asks residents to stay indoors between 10pm to 5am,6
1092,FALSE,"Coronavirus is an epidemic that has spread because of consumption of non-vegetarian food. Why then only school, colleges and malls are shut? All shops selling meat should be closed. So we should ask for meat ban",12
1093,FALSE,"The singer Kanika Kapoor took a selfie with Prime Minister Narendra Modi after returning from London, following which she tested positive for the COVID-19 disease",0
1094,FALSE,The Bangalore government is going to spray medicine to kill coronavirus. Residents should stay indoors between 10pm to 5am,6
1095,FALSE,"Hello, every one in Bangalore kindly request you not to come out of your house after 10 pm tonight till tomorrow 5 am.... As their will be spraying medicine in the air in order to kill the COVID-19!. Share this information to all your friends,relatives and your families only in Bangalore...Thank you",16
1096,FALSE,"Indian government has declared a Restricted Movement Order from March 18, 2020 to March 31, 2020, in view of the coronavirus outbreak",3
1097,FALSE,"The National Security Council, Prime Minister's Office (PMO) of India released restrictions imposed on the movement of citizens to curb the spread of the Coronavirus outbreak in Malaysia",3
1098,FALSE,"A video shows passengers, infected with the novel Coronavirus, disembarking a flight from Italy at the Dakar airport of Senegal. In the clip, passengers can be seen getting off a bus and rushing away as emergency workers tend to several women coughing and lying on the airport tarmac",14
1099,FALSE,"The Ethiopian Airlines flight from Italy this evening to Addis Ababa airport. Most of the passengers are infected with the virus, and there is no strength except in God",11
1100,FALSE,Sachin Tendulkar has called for stopping the sale of meat due to Coronavirus outbreak,3
1101,FALSE,"A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbreak of Coronavirus in the country",14
1102,FALSE,"Virus has spread in Bakra Mandi (mutton market) of Ajmer, and the entire village has been vacated. The goats are alive and they are eating, but they have become weak. They cannot stand up. Trucks of goats are lying sick",11
1103,FALSE,Prime Minister Narendra Modi launched a new scheme to distribute free masks and control the outbreak of COVID-19,3
1104,FALSE,"Due to the rising outbreak of Karona virus, our Prime Minister Shri Narendra Modi has decided to give Karona virus masks free to all under Swachh Bharat, you can also order by clicking the link below and become part of Swachh Bharat",11
1105,FALSE,US President Donald Trump announced that Swiss diagnostics and drugmaker Roche will launch a vaccine against the Coronavirus soon and that millions of doses were already ready,0
1106,FALSE,"Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!! The end of the play",0
1107,FALSE,"The Westin Garden and The Fatty Bao, two Mumbai based hotels and restaurants have confirmed cases of COVID-19 among their staff members. The staff at the two food and beverage entities were said to have tested positive",19
1108,FALSE,"You are sitting here and making jokes on coronavirus but if you want to see the true devastation caused by corona, watch this video from China. Not once, not twice, watch attentively at least thrice. Watch these people who are stuck in this epidemic. The police administration there have to face so many difficulties to catch them. Your heart will stop after you watch this",14
1109,FALSE,Chinese police were trying to nab suspected COVID-19 patients,0
1110,FALSE,Portuguese footballer Cristiano Ronaldo will turn his chain of hotels into hospitals to treat Coronavirus patients,0
1111,FALSE,India will go into a lockdown in the next five days on account of the increasing positive cases of COVID-19 in the country,18
1112,FALSE,"An Indian girl claims that her father, a medical practitioner in the armed forces, has confirmed that the country will go into a lockdown from the next week. The girl quotes his father as saying, ""that all the army hospitals are now in direct contact with the Ministry of Health and now they have been ordered to create quarantine facilities everywhere."" The speaker claims that her father is in charge of one of the army hospitals, used for quarantining patients. She further quotes her father as saying that ""the Ministry of Health has instructed that the country is going to go on a lockdown for at least a month in the next five days.""",19
1113,FALSE,"A woman who travelled to Italy with her husband for her honeymoon, tested positive for COVID-19 and then fled to New Delhi and Agra and that she resisted treatment",4
1114,FALSE,The Eyes of Darkness (1981) by Dean Koontz and End Of Days (2008) by Sylvia Browne predict the Coronavirus outbreak,3
1115,FALSE,Israel and the United States have already developed vaccines to fight the ongoing COVID-19 pandemic,2
1116,FALSE,Drinking tulsi and noni juice are preventive measures for the COVID-19 coronavirus,16
1117,FALSE,"A spokesperson for the Reserve Bank of India urges people to withdraw money from their accounts before April 1, 2020, claiming banks will demand an NPR document and block accounts that fail to provide the same",15
1118,FALSE,"Important notice: Everyone is informed that before ""31 March 2020"" to remove your money from all the banks. From ""01 April 2020"", the document of ""NPR"" will be asked in the bank, those who will not have the document, their account would be blocked. Share this information with many people. Jai Hind",15
1119,FALSE,The United Nations International Children's Emergency Fund (UNICEF) has put out advisory about coronavirus,0
1120,FALSE,China's prime minister said reading the Quran and offering Namaaz can help prevent the Coronavirus,7
1121,FALSE,Chinese prime minister has ordered to open locks of all mosques and to recite Quran and Namaaz. Only the Quran has the cure for Coronavirus. Undoubtedly,0
1122,FALSE,Chinese President Xi Jinping visited the Northwest region Ningxia Hui in 2016. He made this trip to Muslim majority areas to understand why COVID-19 virus has not affected them,11
1123,FALSE,Xi Jinping Visits Muslim Homes To Learn How To Fight Coronavirus,0
1124,FALSE,Chinese president dropped in at multiple Muslim houses to adapt their lifestyle in a bid to combat the spread of COVID-19,0
1125,FALSE,"At a time entire China is affected by Coronavirus, Muslims are leading a fit life, devoid of any infections. Nobody has been affected by the aforementioned virus yet. To put an end to speculation why Muslims are safe and why they have not been infected by the virus, president Xi Jinping visited Muslim households on foot to see what they eat, and what habits they practise. He has held a few meetings with Muslim representatives to know what they eat, and what they do. He has been surprised after knowing the same. He has also gone around and observed the halal practises of Muslims, and found their way of eating healthier than others",11
1126,FALSE,A woman protester at Delhi's Shaheen Bagh tested positive for Coronavirus yet refused treatment and returned to the protest venue,0
1127,FALSE,"Big Breaking: Nazma begum ( 43 ) sitting in # ShaheenBaghProtest was not feeling well. Doctors found her coronavirus positive. She denied the treatment and again went to ShaheenBagh, What kind of moron are these people? # CoronavirusReachesDelhi",0
1128,FALSE,Muslims in Gujarat's Nadiad are attacking the police and shooting them in the backdrop of a lockdown to restrict the spread of the novel Coronavirus. Send the video to as many people as possible,14
1129,FALSE,"King Khan (Shah Rukh Khan), son of Pakistan, contributes Rs 45 Crores to Pakistan and not a single rupee to Indian citizens to fight the Coronavirus pandemic. Don't watch watch his upcoming cinemas",2
1130,FALSE,"The Italian government has given up, overwhelmed by the rising number of Coronavirus cases in the country",6
1131,FALSE,"The Italian Prime Minister says, ""Our control is gone. Infectious disease is killing us. All the possible relief on earth is over. Here's our look at the sky.""",0
1132,FALSE,India In Lockdown: from tomorrow onwards there are new communication regulations. All calls are recorded. All phone call recordings saved. WhatsApp is monitored. Twitter is monitored. Facebook is monitored..,4
1133,FALSE,Corona has gripped Italy to such an extent that there is no one to even remove corpses,0
1134,FALSE,Office memorandum regarding the declaration of holidays in four states by MOHFW due to COVID-19,16
